class_index,label,threshold,precision,recall,f1
13,Enamine,0.8,0.7876823338735819,0.4308510638297872,0.5570200573065902
13,Enamine,0.8500000000000001,0.806070826306914,0.4237588652482269,0.5554909936083672
13,Enamine,0.9000000000000001,0.8227848101265823,0.4033687943262411,0.5413444378346223
13,Enamine,0.9500000000000001,0.8509803921568627,0.38475177304964536,0.5299145299145299
14,Enol,0.05,0.5709677419354838,0.708,0.6321428571428571
14,Enol,0.1,0.6170212765957447,0.696,0.6541353383458647
14,Enol,0.15000000000000002,0.6452830188679245,0.684,0.6640776699029126
14,Enol,0.2,0.6640625,0.68,0.6719367588932806
14,Enol,0.25,0.6774193548387096,0.672,0.6746987951807228
14,Enol,0.3,0.6890756302521008,0.656,0.6721311475409836
14,Enol,0.35000000000000003,0.7056277056277056,0.652,0.6777546777546778
14,Enol,0.4,0.7212389380530974,0.652,0.6848739495798319
14,Enol,0.45,0.726457399103139,0.648,0.6849894291754757
14,Enol,0.5,0.7397260273972602,0.648,0.6908315565031983
14,Enol,0.55,0.7488372093023256,0.644,0.6924731182795699
14,Enol,0.6000000000000001,0.755868544600939,0.644,0.6954643628509719
14,Enol,0.6500000000000001,0.7703349282296651,0.644,0.7015250544662309
14,Enol,0.7000000000000001,0.775609756097561,0.636,0.6989010989010989
14,Enol,0.7500000000000001,0.79,0.632,0.7022222222222222
14,Enol,0.8,0.7989690721649485,0.62,0.6981981981981982
14,Enol,0.8500000000000001,0.8128342245989305,0.608,0.6956521739130435
14,Enol,0.9000000000000001,0.8333333333333334,0.6,0.6976744186046512
14,Enol,0.9500000000000001,0.8658536585365854,0.568,0.6859903381642513
15,Ester,0.05,0.6657613037226394,0.8364670458347273,0.7414150999347607
15,Ester,0.1,0.6939633142143222,0.8176647708263634,0.7507525956871659
15,Ester,0.15000000000000002,0.7105620097894675,0.8062228169956507,0.7553758385054229
15,Ester,0.2,0.7213957426221577,0.7981933757109401,0.75785394364855
15,Ester,0.25,0.7305622564483206,0.7902977584476414,0.7592568783749035
15,Ester,0.3,0.7386098682966791,0.7842756774841084,0.7607580969689103
15,Ester,0.35000000000000003,0.7464590142921234,0.7793241886918701,0.7625376456723845
15,Ester,0.4,0.7525074899049108,0.7731013716962195,0.7626654345027889
15,Ester,0.45,0.7582032283672929,0.7668785547005688,0.7625162170253817
15,Ester,0.5,0.7636205045625335,0.761525593844095,0.7625716104392107
15,Ester,0.55,0.7690528034839412,0.7562395449983272,0.7625923551836983
15,Ester,0.6000000000000001,0.7749171728326891,0.7512211441953831,0.762885196887847
15,Ester,0.6500000000000001,0.7804895104895105,0.7468049514887922,0.7632757736365191
15,Ester,0.7000000000000001,0.7860035523978686,0.7402475744396119,0.7624396967608545
15,Ester,0.7500000000000001,0.7926626706145735,0.7344262295081967,0.7624340094470686
15,Ester,0.8,0.800294876520457,0.7263967882234861,0.7615573482988425
15,Ester,0.8500000000000001,0.8089667144690166,0.717162930746069,0.7603036106973114
15,Ester,0.9000000000000001,0.8207422391659535,0.7058548009367681,0.7589754658608533
15,Ester,0.9500000000000001,0.839023990829444,0.6856473737035798,0.7546211061197438
16,Ether,0.05,0.57113590960567,0.9982652403086982,0.7265766640766641
16,Ether,0.1,0.6065781151170145,0.9811178079754465,0.7496707423803414
16,Ether,0.15000000000000002,0.6558477551271786,0.9473567155216511,0.7750998535178463
16,Ether,0.2,0.7003447270482104,0.908191179414185,0.7908395468190181
16,Ether,0.25,0.735618597320725,0.8719836309854769,0.7980175247554981
16,Ether,0.3,0.7619268553446432,0.8400462602584348,0.7990818312600491
16,Ether,0.35000000000000003,0.7846497924775812,0.8114894468785446,0.7978439604653197
16,Ether,0.4,0.8047370935814885,0.7866245579698864,0.7955777492858268
16,Ether,0.45,0.821148731219898,0.7621599982207593,0.7905555042908554
16,Ether,0.5,0.8346073836437004,0.7406089451326646,0.7848035634323961
16,Ether,0.55,0.8474238691755334,0.7191690945888842,0.7780464623861599
16,Ether,0.6000000000000001,0.8603466688573072,0.6987745479616574,0.7711887287989986
16,Ether,0.6500000000000001,0.8721000258094118,0.6763561150279118,0.761855850890598
16,Ether,0.7000000000000001,0.8827027027027027,0.6537375175144007,0.7511595517677574
16,Ether,0.7500000000000001,0.8939958330702696,0.6298512109957076,0.7390300230946882
16,Ether,0.8,0.9044794027463005,0.6035629295198274,0.7239985593661211
16,Ether,0.8500000000000001,0.9155989352262645,0.5737384071347552,0.7054335639476059
16,Ether,0.9000000000000001,0.9275379005948954,0.5374863776883215,0.6805880199386071
16,Ether,0.9500000000000001,0.9428472612511348,0.4850432577897382,0.6405557024113725
17,Haloalkane,0.05,0.4969714371658668,0.9894378657955628,0.6616244357070045
17,Haloalkane,0.1,0.5409226077011056,0.9655913978494624,0.6934024044570424
17,Haloalkane,0.15000000000000002,0.5805994568792484,0.9370355247039608,0.7169606965070505
17,Haloalkane,0.2,0.6149518574537942,0.9075541037158024,0.7331361532287326
17,Haloalkane,0.25,0.6430626023730575,0.8763576970191915,0.7417998317914214
17,Haloalkane,0.3,0.6697370120087807,0.8471484959847557,0.7480679318758188
17,Haloalkane,0.35000000000000003,0.6927776112865672,0.8180754049271811,0.7502309209376639
17,Haloalkane,0.4,0.7145105755041811,0.7908534095549203,0.7507461722333484
